Book title---Author---Description---Price
 Опис книги Останній командир УПА. Життя і боротьба Василя Кука  

 Є люди-епохи, а є люди — кілька епох. Такою особистістю був останній"---210
Тут клює. Відверті історії українського бізнесмена---Дмитро Томчук---"ТЕМАТИКА  
 Бізнес 
  ПРО КНИЖКУ  
 Український бізнес — це не проста прогулянка. Він формувався у жорстких умовах: коли розвалювалися старі економічні зв’язки та створювалися нові. Тому й уроки, які він дає, — безжальні й унікальні. У цій книжці інвестор Дмитро Томчук"---175
"""Цей день і є життям"". Біографія Астрід Ліндґрен"---Єнс Андерсен---"Життя не триває вічно, радше навпаки — всього-на-всього мить. У ній вчишся бути дитиною, пізнавати любов, духовну й тілесну, прощати собі й комусь, а відтак не боятися самотності, органічної, як саме існування. До таких глибоких і водночас простих істин приходить Астрід Ліндґрен ще задовго до"---288
Та ви жартуєте, містере Фейнман! Пригоди допитливого дивака---Річард Фейнман---"Неймовірно дотепні мемуари американського фізика Річарда Фейнмана, відомого популяризатора науки і лауреата Нобелівської премії. 
  ТЕМАТИКА 
 Мемуари, фізика.
  ПРО КНИЖКУ 
 Фізика була сенсом життя видатного науковця й педагога, а кожна його лекція перетворювалася на захопливу гру. Утім"---300
Стен Лі. Життя як комікс---Ліел Лейбовіц---"Ім’я Стена Лі відоме кожному фанату коміксів Marvel. Екранізацій вигаданих ним історій чекають мільйони глядачів. Неперевершений, яскравий світ, у якому землян від усяких лих захищають Капітан Америка, Галк, Людина-Павук і безліч інших супергероїв, створив саме він — Стен Лі. Він став одним із"---260
Точка неповернення---Дмитро Вербич---"Війна очима добровольця. 

 Тематика 
 Ветеранська література. 

 Про книгу Дмитра Вербича «Точка неповернення» 
 Ця історія про сучасних українських лицарів з різним способом життя:
вегетаріанця, який торгував соляркою в Нігерії, тренера з фрі-файту,
мандрівника й багатьох інших. Проте в одну мить"---180
Дім Гуччі: сенсаційна історія вбивства, божевілля, гламуру та жадібності---Сара Форден---Підзаголовок документальної книжки відомої письменниці та журналістки Сари Форден говорить сам за себе — це насправді сенсаційна історія про вбивство, божевілля, розкіш та пожадливість. Авторка майстерно переплела два споріднені сюжети: драматичну історію родини Ґуччі, сповнену розбрату,---280
Леонардо да Вінчі---Волтер Айзексон---"Біографія найпродуктивнішого інноватора в історії.  

 Тематика 
 Біографія, мистецтво, наука. 

 Про що книга 
 Леонардо да Вінчі — геній, але свій хист від не отримав у подарунок, а викував власними допитливістю, волею та амбіціями. На відміну від деяких найвидатніших умів в історії, він не був"---550
Бог на 60 відсотків---Ганна Улюра---"Приводом для кожного есе в цьому циклі став якийсь конкретний і часто-густо банальний випадок — підслухана розмова, прочитана книжка, вчасно почута пісня, несмачний салат і смачна цукерка, генеральне прибирання, складання резюме і планів на рік, любовна зрада, вдала стрижка, нова зморшка. І ця"---260
Менеджмент у стилі «Манчестер Юнайтед». Як стати чемпіоном---Майкл Моріц, Алекс Ферґюсон---"ТЕМАТИКА 
 Менеджмент, футбол.
   ПРО КНИЖКУ  
 Тренер Manchester United Алекс Ферґюсон — легендарна особистість у футбольному світі. Він присвятив команді 26 років, допоміг їй здобути надзвичайну кількість перемог, а його відставку назвали кінцем цілої ери. Ферґюсон переконаний: є риси,"---195
Таємниця на ім’я Лаґерфельд---"Лоран Аллан-Карон"---Карл Лаґерфельд — одна з найзагадковіших постатей в історії світової моди. Його знають усі, і водночас про нього не знають майже нічого. Як це вдалося королю подіуму, що протягом кількох десятиліть перебував у центрі загальної уваги? І навіщо батько моди перетворив себе на легенду? Ці та чимало---260
Маннергейм. Спогади. I Том---Карл Маннергейм---"Видано за підтримки Фундаціі князів Острозьких . 

 Історія Європи ХХ століття очима батька Фінляндії. 

 Тематика книги 
 Історія, міжнародна політика, мемуари. 

 Про книжку 
  Спогади Карла Маннергейма, батька сучасної Фінляндії , про свій життєвий шлях від кадета до президента, службу в"---295
Залишаюсь українцем---Богдан Гаврилишин---"Літературний жанр «спогади» затісний для цієї книжки. Справедливіше було б назвати її «епопеєю», що відтворює історичні події майже століття, вміщає переплетені між собою долі багатьох країн, народів і окремих людей в одній-єдиній особі. Особі, яку доля щедро обдарувала величезною любов’ю до рідної"---220
Моє життя та робота---Генрі Форд---"Тематика 
 Менеджмент, історія автомобілебудування, гроші, великий бізнес. 
 Про книгу 
 Про Генрі Форда ще за його життя складали легенди, та й досі певні факти його біографії не є остаточно підтвердженими чи спростованими. Проте, незаперечним залишається те, що сенсом його життя була робота."---155
Бенджамін Франклін---Волтер Айзексон---"Повна біографія одного з найвидатніших політичних діячів США. 
  ТЕМАТИКА  
 Біографія 
  ПРО КНИЖКУ  
 Бенджамін Франклін — один з «отців-засновників» США. А також видавець, винахідник, поштмейстер, політик, меценат. Як інженер він створив першу бездимну грубу, громовідвід і"---320
Тім Кук. СЕО, що вивів Apple на новий рівень---Ліендер Кені---"«Я ніколи не мав на меті бути Джобсом. Я знав, що можу бути лише собою, тому намагався бути найкращою версією себе»   

 Тематика 
 Біографія, бізнес, технології.  

 Про що книга 
 Після смерті Стіва Джобса більшість людей вважали, що Apple приречена. Однак компанія не просто втрималася на плаву,"---275
Ван Гог. Жага до життя---Ірвінг Стоун---"Біографія, від якої неможливо відірватись.  

 Тематика видання 
 Біографія, мистецтво. 

 Про що книга «Ван Гог. Жага до життя» Ірвінга Стоуна 
  Хто він, Ван Гог: безумець, що відрізав собі частину вуха, чи темпераментний
геній, який змінив наше бачення мистецтва?  Його життя було всіяне"---250
Наука для душі. Нотатки раціоналіста---Річард Докінз---"Нова книжка біолога та популяризатора науки Річарда Докінза.  

 Тематика книги 
  Наукпоп.  

 Тема книги «Наука для душі» Річарда Докінза 
  Вимірювати цінність наукових досліджень лише прикладними й побутовими винаходами — це все одно, що судити про музику як про хорошу вправу для рук скрипаля."---210
Ейнштейн. Життя і всесвіт генія---Волтер Айзексон---"Одна з найповніших біографій Альберта Ейнштейна.
	
  ТЕМАТИКА 
 Біографія.

  ПРО КНИЖКУ 
 Атмосфера початку XX століття була наелектризована бунтарським духом новизни: Пікасо, Джойс, Фрейд. У цей ряд постатей, які зламали традиційні уявлення, можна вписати й Альберта Ейнштейна — генія, що"---320
Сповідь книгаря---Шон Байзелл---"Довгоочікуване продовження бестселеру «Щоденник книгаря». 

 Тематика 
 Мемуари, книжкова справа. 

 Про книжку «Сповідь книгаря» Шона Байзелла 
 Якби цю книжку писав оптиміст, він розповів би ідилічну історію про
мальовничий закуток Шотландії, кожна сторінка якої — мов картинка з
пінтересту. Ось"---250
Юрґен Клопп: біографія---Ельмар Невелінг---"Книга виходить за підтримки компанії  Favorit Sport . 

 Познайомтеся з Юрґеном Клоппом — як з людиною і як з
тренером. 


 Тематика 
 Спорт, біографія. 

 Про що книжка 
 Легендарний наставник «Майнца», творець нової історії успіху дортмундської «Боруссії» та харизматичний лідер «Ліверпуля». Усі"---195
Команда суперників. Біографія Лінкольна---Доріс Ґудвін---"Тематика 
 
Історія, політика, біографія. 

 Про що книга 
 
Якщо поглянути на постать президента США Авраама Лінкольна, може здатися, що він узявся нізвідки — юрист із глушини, котрий відслужив один термін у палаті представників і двічі підряд не зміг потрапити до Сенату США. Дехто каже, що його"---580
Моя історія---Стівен Джеррард---"Книга виходить за підтримки компанії  Favorit Sport . 

 Особистий аналіз злетів і падінь від легендарного капітана
«Ліверпуля». 

 Тематика 
 
Спорт, біографія. 

 Про що книжка 
 
Стівен Джеррард за 27 років зіграв понад 700 матчів, на його рахунку 186 забитих м’ячів і
сотні гольових передач. Він"---195
Улюблений керівник---Чан Чжін Сон---Від обласканого увагою та державними нагородами поета — до утікача у вільний світ: захоплива історія життя придворного поета Кім Чен Іра.  Здобувши звання лауреата державних премій, Чан Чжін Сон міг розраховувати на безбідне життя члена привілейованого класу Північної Кореї. Завдяки продовольчому---240
Звідси ніхто не вийде живим---Денні Шуґерман, Джеррі Гопкінс---"Магнетизм героя цієї книжки, ідола 60-х і лідера гурту The Doors, не ослаб і досі. Радіохвилі понад півстоліття розносять по всьому світу унікальний голос Джима Моррісона, а музичні критики й дотепер б’ються над загадкою його пісень. Зі сторінок найкращої біографії співака постає кумир молоді,"---261
Becoming. Становлення---Мішель Обама---Мішель Обама стала однією з найзнаковіших жінок нашої епохи. Як перша леді Сполучених Штатів Америки перша афроамериканка, яка виступила в цій ролі, вона допомогла створити найгостинніший Білий дім в історії, а також зарекомендувала себе як впливову захисницю жінок і дівчат у США й по всьому світі,---350
Нещоденний щоденник Том 23---Роман Іваничук---Роман Іваничук (1929—2016) — відомий український письменник, лауреат багатьох літературних премій, серед яких Національна премія України ім. Т. Шевченка. У його творчому доробку близько двадцяти історичних романів, якими письменник заповнював білі плями в нашій історії. Р. Іваничук розширив жанрові---190
Девід Рокфеллер. Мемуари---Девід Рокфеллер---"Тематика книги 
 Мемуари 

 Про що книга «Девід Рокфеллер. Мемуари» Девіда Рокфеллера 
 Сім’я Рокфеллерів — одна з найбагатших та найвідоміших в американській історії. Постать та доля кожного члена цієї родини — унікальна. Девід Рокфеллер, онук відомого американського нафтового магната Джона"---270
Спогади про Лесю Українку. Том ІІ---Тамара Скрипка---"Завершальний том двотомного видання «Спогадів про Лесю Українку» укладено з оповідей сучасників письменниці. Під однією обкладинкою зібрано спогади друзів, приятелів, колег і знайомих Лариси Петрівни Косач-Квітки (Лесі Українки), що відтворюють різні періоди її життя. У сув’язі свідчень митців,"---340
