Book title---Author---Description---Price
Will. Вілл---Марк Менсон, Вілл Сміт---У цій відвертій і захопливій книжці один із найдинамічніших і найвідоміших артистів сьогодення розповідає про свій шлях до успіху, щастя та внутрішньої гармонії — про те, як звичайний хлопець Вілл Сміт із Західної Філадельфії перетворився на одну з найяскравіших зірок спершу на музичному---400
Справа Василя Стуса. Збірка документів з архіву колишнього КДБ УРСР---Вахтанг Кіпіані---Поет і Громадянин Василь Стус (1938–1985) не зміг побувати на презентації жодної зі своїх книжок. Бо в Україні його не друкували — збірки віршів ходили по руках у самвидавному вигляді, а публікували їх лише за кордоном. Участь у русі незгідних з русифікаторською й антиукраїнською політикою, активна---260
Земля обітована---Барак Обама---У своїх мемуарах Барак Обама розповідає не лише історію свого неймовірного шляху до президентського крісла. Він пропонує унікальне та продумане дослідження як приголомшливих досягнень та меж президентської влади, так і уявлення про динаміку партійної політики США та міжнародної дипломатії. Автор---450
Сліди на дорозі---Валерій Ананьєв---"Справжня історія війни на Сході словами очевидця. 

 Тематика видання 
 Ветеранська література. 

 Про книгу «Сліди на дорозі» Валерія Ананьєва 
 «Сліди на дорозі» — це не лише книга. Це — унікальний досвід драматичних подій, які ви зможете пережити у якості очевидця. Це —  жива книга, яку можна не"---290
Юлій Цезар. 6 законів сучасного лідера---Алан Аксельрод---Юлій Цезар — досвідчений стратег, який не боявся непростих рішень, мудрий комунікатор, майстер перемовин. Ці якості досі цінують у справжніх лідерах. За часів античності люди теж стикалися з дезінформацією та ненадійністю партнерів, училися влучно формулювати меседжі, визначати мету й згуртовувати---180
"""Я змішаю твою кров із вугіллям"". Зрозуміти український Схід"---Олександр Михед---"#хочузрозумітисхід #щосьнасувається  

 Тематика 
 Культурологія, публіцистика, художній репортаж. 

 Про книжку 
 Наприкінці 2016 року Олександр Михед вирушив у подорож шістьма містами
Донецької та Луганської областей, досліджуючи тамтешнє життя, а також
історії, заховані в архівах. Проте"---195
Лесь Мартович. Біографія---Роман Горак---"У новому розширеному виданні відомого й глибокого біографа українських світочей йдеться про нелегкий життєвий і творчий шлях безперечно талановитого гумориста-сатирика з Покуття — Леся Мартовича.   Гумористична характеристика творів Леся Мартовича, про якого відомий також письменник, публіцист і"---260
Щоденник книгаря---Шон Байзелл---"Кумедні мемуари, присвячені одному року роботи власника книгарні у маленькому містечку Шотландії. 
 Тематика 
 Мемуари, книжкова справа. 
 Про книжку 
  «Щоденник книгаря»  описує рік із життя букіністичної книгарні в Шотландії. Перед нами постають безлюдні пагорби, кілометри"---195
Як я потрапив на сто доларів---Бенджамін Франклін---"ЯК Я ОПИНИВСЯ НА СТА ДОЛАРАХ 
 Иому, як винахіднику, належать розробки громовідводу, бездимноі грубки, біфокальних окулярів, крім того, він першим застосував електричну іскру для вибуху пороху та отримав патент на крісло-гоидалку. Як політику, США завдячує иому федеральною моделлю національного"---210
Велика президентка маленької країни. Історія Далі Грибаускайте---Дайва Ульбінайте---"«Годі здригатися». Життєва філософія легендарної першої
президентки Литви. 

 Тематика книги  

 Біографія, політика, міжнародні відносини, жіноче лідерство, мотивація. 

 Опис книги ""Велика президентка маленької країни. Історія Далі Грибаускайте"" Дайви Ульбінайте  

 Якщо Марґарет Тетчер"---230
Микола Міхновський (SVASTONE Edition)---Роман Коваль, Юрій Юзич---"До 30-річчя Незалежності України спільно з брендом SVASTONE ми підготували ексклюзивне лімітоване видання про фундатора концепції української державності, захисника мови, батька українського націоналізму, поборника незалежної української церкви, творця українського війська та спецслужб Миколу"---578
Останній командир УПА. Життя і боротьба Василя Кука---Аліна Понипаляк---"«Останній командир УПА. Життя і боротьба Василя Кука» Аліни Понипаляк 

 Тематика книги  

 Історія України, ХХ століття, національно-визвольна боротьба. 

