Book title---Author---Description---Price
Атентат---Олександр Акуленко---Три постріли, що докорінно змінили життя багатьох людей. Три постріли, що прибрали з владних вершин «наступника Пілсудського». Три постріли, що створили Степана Бандеру.  Посеред білого дня агент ОУН вбиває міністра внутрішніх справ Польщі Броніслава Пєрацького. Замах дав відлік дивним і---287
Життя за життям---Кейт Аткінсон---"«Життя за життям» Кейт Аткінсон - світовий бестселер, переможець Costa Book Awards (2013), найкращий історичний роман 2013 року за версією читачів Goodreads. Входить у топ-10 найкращих книжок 2013 року за рейтингом New York Times Book Review. 

 Тематика 
 Художня література 

 Про"---250
1984---Джордж Орвелл---"Написаний понад 70 років тому, цей твір виявився пророчим: образ влади, яка намагається контролювати хід історії, незмінно актуальний. 
 Розділ літератури 
 Художня література, антиутопія. 
 Сюжет книги «1984» Джорджа Орвелла 
 Вінстон Сміт дотримується лінії партії та з кожною написаною неправдою"---120
Розшифровка---Кейт Аткінсон---"Драматична історія шпигунки у Другій світовій війні.  

 Тематика 
 Художня література. 

 Про що книжка 
 У часи Другої світової війни 18-річна Джульєтта Армстронґ вступає до
шпигунських лав, узявши до рук потужну зброю — друкарську машинку.
Розшифровуючи розмови британських розвідників і"---350
"Коти-вояки. Комплект 6 книг. Цикл 1. Пророцтва починаються"---Ерін Гантер---"Коти-Вояки (англ. Warriors) — серія пригодницьких романів-фентезі. Створена в 2001 р. британськими письменницями під загальним псевдонімом Ерін Гантер. 

 Оригінальна серія складається з майже 40 книг: серія розділена на п'ять циклів, в кожному з яких по шість книг, плюс окремі книги-путівники та"---789
Маленька чорна сукня, маленька біла брехня---Лора Стемплер---Захоплююча історія про пошук себе, побудову кар’єри, дорослішання і пригоди у великому місті. Гарпер Андерсон завжди вважала, що вона мала б жити у мегаполісі, а не в глухому передмісті в Північній Каліфорнії. Матчі з водного поло і нудні вечірки у дворі Бобі Маккітрікса – хіба це життя? Одного---276
Абрикосова книгарня---Ореста Осійчук---"Сімейні таємниці та плетива долі крізь століття... 

 Тематика книги  

 Художня література, родинна сага. 

 Опис книги""Абрикосова книгарня"" Орести Осійчук  


 Марія Фариняк через злидні змушена віддати сина, дев’
ятирічного Михайла на виховання родичам покійного чоловіка:
вуйкові Стефану,"---180
Ідеальне Різдво для собаки---Брюс Кемерон---Навряд чи проблеми, що навалилися на родину Ґоссів, є унікальними: непорозуміння між поколіннями, нездатність почути одне одного та звичка звинувачувати інших у власних невдачах. Найстарший член сім’ї, дідусь Сандер — у депресії, бо не може змиритися зі смертю дружини. Мати сімейства---205
Дівчина А---Ебіґейл Дін---Тридцятирічна Лекс намагається жити як усі. Не згадуючи про те, ким вона була колись. Але повідомлення про смерть матері у в’язниці зводить спроби Лекс нанівець. Бо вона — та сама Дівчина А, про яку колись писали всі британські газети. Дівчина, котра змогла втекти з моторошного Будинку---225
Задивляюсь у твої зіниці---Василь Симоненко---"Василь Симоненко (1935–1963) — поетична легенда «шістдесятництва» як суспільно-мистецького руху. Його вірші не пропускала до друку радянська цензура, тому їх поширювали у самвидавних списках і переписували від руки — вчителі, професори і хлібороби. Рядки поета промовляли з Шевченковою силою:"---120
Згодом---Стівен Кінг---Джеймі — в усьому звичайний хлопчик зі звичайної неповної сім’ї, крім одного. Він бачить мертвих і може розмовляти з ними. До того ж покійники мусять завжди чесно відповідати на його запитання. Мама наказувала нікому не розповідати про цю моторошну здібність, проте зберегти таємницю не---220
Фундація та Земля. Книга 5---Айзек Азімов---Cерія романів Айзека Азімова «Фундація», один із шедеврів наукової фантастики, є неперевершеною завдяки своєму унікальному поєднанню невпинної дії, сміливих ідей і широкомасштабної картини світу. Історія нашого майбутнього починається з історії Фундації та її найвидатнішого---205
Сьомга---Софія Андрухович---"«Сьомга» - це не тільки риба родини лососевих. Роман «Сьомга», на відміну від риби з тією ж назвою, не соромиться брудної води досвіду життя. Це складна та вишукана страва літератури, у якій змішано психологічний роман, детектив, трилер і роман-виховання в різноманітних пропорціях."---92
Моя кузина Рейчел---Дафна дю Мор’є---Філіп у ранньому дитинстві втратив батьків, і його виховав двоюрідний брат Емброуз. Хлопці майже весь час проводили разом у рідному маєтку. Згодом Емброуз був змушений виїхати до Італії на лікування. Там він зустрів далеку родичку Рейчел, закохався в неї та несподівано вирішив одружитися... Однак---195
Захар Беркут---Іван Франко---"Від титана вітчизняної літератури   

    Класичне українське фентезі   


    Екранізація із зірками світового масштабу   

  Коли легенди оживають 

  Було се 1241 року. За сивої давнини, коли ще люди були інакші, а земля — могутніша. І жив у той час славний ватажок вільних тухольців — мудрий"---130
Шлях лучника---Пауло Коельйо---Тецуя — майстерний тесля, чиє життя плине спокійно і розмірено, мов плесо тихої річки. Та одного дня чужинець, який завітав до села, пробуджує спогади про буремне минуле майстра. Тецуя покинув гамірний світ заради тихого життя, пройшовши шлях лучника. І тепер має змогу повести цим шляхом---230
Гаррі Поттер і філософський камінь. Велике ілюстроване видання---Джоан К. Ролінґ---"Саме ця книга відкриває легендарну серію книг про Гаррі Поттера, яким захоплюються не тільки хлопчики й дівчатка, а й дорослі всього світу. Опублікована вона була 30 червня 1997 року і відразу ж міцно увійшла в історію всієї світової літератури. Уже в 1999 році про хлопчика-чарівника зняли фільм,"---480
Аномалія---Ле Телльє Ерве---Роман «Аномалія» миттю став феноменом світової літератури. Запаморочливий, хитросплетений сюжет поєднує в собі детектив, філософську прозу, наукову фантастику та трилер. Якими б ми стали, якби мали змогу зробити інший вибір? Розкрили таємницю, розірвали стосунки, написали цю книжку? Пасажири рейсу---273
Сад відпливає---Іда Фінк---Оповідання Іди Фінк — історія за історією, розповідь за розповіддю — немовби розгортають перед читачем звичайність і буденність зла й добра. У книжці не знайдемо слова Голокост — бо це окреслення з’явилося щойно після війни. Авторка повертається в той час, коли ще не було мови, здатної назвати те,---180
Сер Ґавейн і Зелений Лицар, а також Перлина і Сер Орфео---Джон Рональд Руел Толкін---Переклади на сучасну англійську мову вміщених тут трьох середньовічних англійських поем — «Сер Ґавейн і Зелений Лицар», «Перлина» і «Сер Орфео» — Дж. Р. Р. Толкін виконав для шанувальників поезії і для власних студій. Підготував їх до друку разом з коментарями вже після смерті письменника його син---240
Буря війни---Вікторія Авеярд---"Хто переможе в протистоянні багряних та срібних? 

 Тематика видання 
 Художня література, фентезі, антиутопія, молодіжна література. 

 Про книжку «Буря війни» Вікторії Авеярд 
 Мара Барров пройшла довгий шлях: від дівчинки зі злиденного села,
приреченої стати гарматним м’ясом у чужій війні, до"---250
Малх---Володимир Єшкілєв---Петро Дорошенко став гетьманом за буремних часів.  Османська держава почала свій останній та найнебезпечніший генеральний наступ на християнський світ, а Україна опинилася на шляху султанських армій. У вирі великої війни зникали останні сподівання на те, що козацький край збереже свою політичну---220
Пальці поміж піском---Степан Процюк---"Історія любові на тлі диктатури пролетаріату. 

 Напрямок книги 
 Художня література, роман, історія, Радянський Союз, 50-ті
роки. 

 Про книжку «Пальці поміж піском» Степана Процюка 
 Життя — це «один вибраний сценарій зі знехтуваних або
відхилених багатьма іншими». Що вибирає хлопчик Сосо:"---180
В краю невірних---Яцек Дукай---"До цього тому увійшло вісім оповідань і повість Яцека Дукая у жанрі фантастики та альтернативної історії зі збірок, опублікованих у 2000–2017 роках. Твори з його ранньої збірки «В краю невірних» належать до метафізико-теологічної фантастики. Сюжети зі збірки «Ксаврас Вижрин та інші національні"---220
Клітка короля---Вікторія Авеярд---"Третя частина фентезійного циклу «Багряна королева» про запекле протистояння багряних та срібних.
  ТЕМАТИКА 
 Художня література, фентезі
   ПРО КНИЖКУ   
 Мара Барров живе у світі, де всі знають: люди зі срібною кров’ю народжені панувати. Люди з багряною кров’ю приречені бути рабами. Мара –"---250
"Поцілунок у Нью-Йорку"---Кетрін Райдер---"«Забудьте своїх колишніх за десять простих кроків!» Саме з цієї книжки розпочинається неймовірна пригода Шарлот і Ентоні напередодні Різдва в Нью-Йорку. Шарлот застрягла в аеропорту через скасований рейс. А все, чого їй хотілося після жахливого семестру у Нью-Йорку і складного розриву з коханим, —"---120
Правда про 'Назавжди'---Сара Дессен---Зовні Мейсі спокійна та цілеспрямована. Усередині ж неї все бушує і розривається: вона мовчки переживає смерть батька і змушена бути ціле літо в розлуці зі своїм ідеальним хлопцем, щоб розібратися, чи мають ці стосунки сенс. Підготовка до іспитів, робота в бібліотеці, прибирання в будинку, йога — і---210
Добрі новини з Аральського Моря---Ірена Карпа---«Роман писався три роки, вбираючи в себе реальні історії реальних жінок. Через це в ньому нема ні повністю позитивних, ні повністю негативних героїнь, а є різні психотипи, де кожна читачка знайде себе. Хтось буде бісити, хтось смішити, хтось змусить плакати. Бо в книзі є все: фешн, секс, стиль---300
Швейцарське плато---Петер Штамм---Визнаний майстер короткої прози Петер Штамм зібрав у цій книзі десять історій, об’єднаних територією — Швейцарським плато — та глибиною розкриття людських взаємин у повсякденних ситуаціях.  Дівчина, що вирішує жити у лісі. Порожня вахтерська будка із опущеними жалюзі. Викладачка музики на---120
У вогні плавильника. Золото---Ганна Гороженко---"Анна Корецька та Софія Ружинська — жінки енергійні, сильні й заможні. Вони тримають у своїх тендітних руках і власну долю, і власні можливості, і власні статки. Відомо, що поведінка русинських аристократок вирізняла їх з-поміж представниць інших народів Європи: пані на українських теренах мали"---140
Юпак---Сергій Сергійович Saigon---"Прокляття, дрімавше в дощатому сарайчику, вирвалося на свободу. Ревучи мотором, воно пронесеться по життю тих, хто не встояв перед спокусою, ламаючи і змінюючи їх долі.
Набираючи швидкість, пролетить крізь друзки пляшок, які із хрускотом б'ються на асфальті сільських дискотек, гучну музику, крики"---262
Не болить---Катерина Бабкіна---"Ми весь час живемо між болить і не болить, не дуже болить, болить не це чи болить, але комусь іншому. Що не болить вам сьогодні? 
 Збірка віршів Катерини Бабкіної про все, що болить, не болить, надихає, підносить і просто змушує нас почуватися живими. 

 Катерина Бабкіна — одна з найяскравіших"---172
